序號,標題,地址,價格,價格單位,房屋類型,格局,坪數,樓層,連結,抓取時間,可住人數,身份要求,緯度,經度,設施,冰箱,洗衣機,電視,冷氣,熱水器,床,衣櫃,第四台,網路WiFi,天然瓦斯,沙發,桌椅,陽台,電梯,車位,浴缸
3207,兆基🏡台北晶麒．精美裝潢一房一廳．近龍山寺站,萬華區-康定路,40000,元/月,整棟出租,1房1廳,14.9坪,13F/26F,https://rent.591.com.tw/21634586,2026-07-17 23:56:50,1人,,25.0394420,121.5020390,冰箱、洗衣機、電視、冷氣、熱水器、衣櫃、天然瓦斯、沙發、陽台、電梯、車位,有,有,有,有,有,無,有,無,無,有,有,無,有,有,有,
3208,🍎捷運🍎士林精選優質華廈+車位🍎,士林區-承德路五段,62000,元/月,整棟出租,3房2廳,59.4坪,3F/7F,https://rent.591.com.tw/21647108,2026-07-17 23:56:50,3人,學生、上班族、家庭,25.0904401,121.5148603,冷氣、熱水器、衣櫃、天然瓦斯、沙發、陽台、電梯、車位,無,無,無,有,有,無,有,無,無,有,有,,有,有,有,
3209,古亭靜巷一層一戶★精裝三主臥★全套設備,中正區-和平西路一段55巷,120000,元/月,整棟出租,3房2廳,65.8坪,5F/7F,https://rent.591.com.tw/21488356,2026-07-17 23:56:50,3人,學生、上班族、家庭,25.0273910,121.5195130,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,有,有,有,有,
3210,【外商首選】內湖天璽全新豪邸★無敵綠景/高隱密性,內湖區-內湖路一段411巷,400000,元/月,整棟出租,3房2廳,107.7坪,2F/28F,https://rent.591.com.tw/21585658,2026-07-17 23:56:50,3人,學生、上班族、家庭,25.0849769,121.5718933,冰箱、冷氣、熱水器、天然瓦斯、陽台、電梯、車位,有,無,無,有,有,無,無,無,無,有,無,無,有,有,有,
3211,分租裝潢一樓可住可辦,中山區-大直街57巷,25000,元/月,私人套房,,13坪,1F/4F,https://rent.591.com.tw/21656413,2026-07-17 23:56:50,2人,學生、上班族、家庭,25.0828376,121.5473466,冷氣、熱水器、天然瓦斯、陽台,無,無,無,有,有,無,無,無,無,有,無,無,有,無,無,
3212,葫洲｜一層一戶面綠景現代精裝3+1,內湖區-民權東路六段280巷,138000,元/月,整棟出租,4房2廳,55.1坪,11F/13F,https://rent.591.com.tw/21488333,2026-07-17 23:56:50,4人,學生、上班族、家庭,25.0717613,121.6057777,冷氣、熱水器、衣櫃、天然瓦斯、陽台、電梯、車位,無,無,無,有,有,無,有,無,無,有,無,無,有,有,有,
3213,🍎南京科技大樓坡道平面車位,中山區-長春路318號,5500,元/月,車位,平面式,936坪,,https://rent.591.com.tw/21656408,2026-07-17 23:56:50,,,25.0554959,121.5417039,,,,,,,,,,,,,,,,,
3214,✦內湖指標質感社區｜綠意三房含平面車位,內湖區-內湖路三段60巷,90000,元/月,整棟出租,3房2廳,65坪,3F/19F,https://rent.591.com.tw/21649728,2026-07-17 23:56:50,3人,,25.0875065,121.5922047,冷氣、熱水器、天然瓦斯、陽台、電梯、車位,無,無,無,有,有,無,無,無,無,有,無,無,有,有,有,
3215,✦MRT東門｜一層一戶・含平車稀有釋出,中正區-臨沂街,135000,元/月,整棟出租,2房2廳,55坪,6F/7F,https://rent.591.com.tw/21641526,2026-07-17 23:56:50,2人,,25.0361986,121.5281365,冰箱、洗衣機、電視、冷氣、熱水器、天然瓦斯、陽台、電梯、車位,有,有,有,有,有,無,無,無,無,有,無,無,有,有,有,
3216,✦MRT士林｜質感三房,士林區-士商路,66000,元/月,整棟出租,3房2廳,45.2坪,3F/13F,https://rent.591.com.tw/21573127,2026-07-17 23:56:50,3人,,25.0943723,121.5158620,冷氣、熱水器、天然瓦斯、陽台、電梯、車位,無,無,無,有,有,無,無,無,無,有,無,無,有,有,有,
3217,✦MRT市政府｜24H管理社區3+1使用大空間,信義區-永吉路,65000,元/月,整棟出租,3房2廳,49.4坪,6F/14F,https://rent.591.com.tw/21554416,2026-07-17 23:56:50,3人,,25.0449788,121.5685870,冷氣、熱水器、天然瓦斯、陽台、電梯,無,無,無,有,有,無,無,無,無,有,無,無,有,有,無,
3218,✦MRT西湖｜質感三房含平車,內湖區-文湖街,148000,元/月,整棟出租,3房2廳,78.6坪,7F/15F,https://rent.591.com.tw/21524572,2026-07-17 23:56:50,3人,,25.0866505,121.5618966,冷氣、熱水器、天然瓦斯、陽台、電梯、車位,無,無,無,有,有,無,無,無,無,有,無,無,有,有,有,
3219,✦MRT中山｜璞園建設・稀有三主臥・屋新高樓採光佳・含平車,中山區-中山北路一段,185000,元/月,整棟出租,4房2廳,118.4坪,11F/23F,https://rent.591.com.tw/21641365,2026-07-17 23:56:50,4人,,25.0517911,121.5231681,冷氣、熱水器、衣櫃、天然瓦斯、陽台、電梯、車位,無,無,無,有,有,無,有,無,無,有,無,無,有,有,有,
3220,✦MRT內湖質感社區｜高樓層3房含平車,內湖區-成功路四段,155000,元/月,整棟出租,3房2廳,63.6坪,11F/29F,https://rent.591.com.tw/21569922,2026-07-17 23:56:50,3人,,25.0826798,121.5928608,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,有,有,有,有,
3221,✦MRT忠孝復興/3+1使用空間大/靜巷機能佳,大安區-仁愛路三段123巷3弄,85000,元/月,整棟出租,3房2廳,49坪,4F/7F,https://rent.591.com.tw/21512500,2026-07-17 23:56:50,3人,,25.0396110,121.5435615,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、電梯,有,有,有,有,有,有,有,無,無,有,有,有,無,有,無,
3222,✦MRT南京三民｜公設完善・質感裝潢・拎包入住,松山區-南京東路五段,55000,元/月,整棟出租,2房1廳,23.6坪,8F/18F,https://rent.591.com.tw/21498295,2026-07-17 23:56:50,2人,學生、上班族、家庭,25.0522151,121.5646402,陽台、電梯,無,無,無,無,無,無,無,無,無,無,無,無,有,有,無,
3223,✦MRT行天宮/獨立廚房/短租可,中山區-松江路,40000,元/月,私人套房,,10.3坪,5F/6F,https://rent.591.com.tw/21649013,2026-07-17 23:56:50,2人,,25.0677886,121.5328989,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、網路WiFi、沙發、桌椅、電梯,有,有,有,有,有,有,有,無,有,無,有,有,無,有,無,
3224,✦MRT大安｜靜巷精品三房,大安區-大安路一段206巷,128000,元/月,整棟出租,3房2廳,48.2坪,3F/12F,https://rent.591.com.tw/21547068,2026-07-17 23:56:50,3人,,25.0339812,121.5441536,冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、陽台、電梯、車位,無,無,無,有,有,有,有,無,無,有,有,,有,有,有,
3225,✦MRT劍南路｜大直知名社區｜大空間含平車,內湖區-文湖街21巷,168000,元/月,整棟出租,4房2廳,105坪,1F/11F,https://rent.591.com.tw/21588188,2026-07-17 23:56:50,4人,,25.0880708,121.5600683,電視、冷氣、熱水器、天然瓦斯、電梯、車位,無,無,有,有,有,無,無,無,無,有,無,無,無,有,有,
3226,近松山站/溫馨小廚房/明亮大空間/乾濕分離/家具齊全,信義區-永吉路,32000,元/月,整棟出租,2房1廳,15坪,4F/5F,https://rent.591.com.tw/21656403,2026-07-17 23:56:50,2人,學生、上班族、家庭,25.045753,121.57319,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、沙發,有,有,有,有,有,有,有,有,有,無,有,無,無,無,無,
3227,✦MRT象山/信義計畫區/精緻裝潢/拎包入住,信義區-信義路五段,53000,元/月,整棟出租,1房1廳,27.8坪,13F/19F,https://rent.591.com.tw/21531876,2026-07-17 23:56:50,1人,,25.0332128,121.5730752,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,無,有,有,有,有,有,無,
3228,✦MRT大安站・質感三房含車位,大安區-大安路二段,180000,元/月,整棟出租,3房2廳,34坪,4F/8F,https://rent.591.com.tw/21479636,2026-07-17 23:56:50,3人,,25.0327867,121.5470851,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,有,無,有,有,
3229,MRT信義安和★尊榮精品小宅｜獨享101景觀,大安區-安和路二段32巷,45000,元/月,整棟出租,1房1廳,22.8坪,7F/7F,https://rent.591.com.tw/21650739,2026-07-17 23:56:50,1人,學生、上班族、家庭,25.0327749,121.5512523,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,無,有,有,有,有,有,無,
3230,🌈大降價~近捷運✅生活機能佳✅靜巷✅誠可議✅搶租中🌈,中正區-杭州南路一段77巷,45000,元/月,整棟出租,2房1廳,19.5坪,5F/7F,https://rent.591.com.tw/21630373,2026-07-17 23:56:50,2人,學生、上班族、家庭,25.0395478,121.5283711,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、沙發、桌椅、陽台、電梯,有,有,無,有,有,有,有,無,無,無,有,有,有,有,無,
3231,士林站、可租補（限女）、獨陽台、大空間、水泥隔間、生活機能強,士林區-文林路,16499,元/月,私人套房,,10坪,4F/5F,https://rent.591.com.tw/21656050,2026-07-17 23:56:50,2人,學生、上班族、家庭,25.0943928,121.5249100,冰箱、洗衣機、冷氣、熱水器、床、衣櫃、桌椅、陽台,有,有,無,有,有,有,有,無,無,無,無,有,有,無,無,
3232,租補龍山寺捷運電梯三房:附家具車位可租,萬華區-貴陽街二段,32000,元/月,整棟出租,3房1廳,20坪,7F/9F,https://rent.591.com.tw/21562117,2026-07-17 23:56:50,3人,學生、上班族、家庭,25.03992,121.502612,冰箱、電視、冷氣、熱水器、床、衣櫃、第四台、天然瓦斯、沙發、桌椅、電梯、車位,有,無,有,有,有,有,有,有,無,有,有,有,無,有,有,
3233,限女*捷運西門站*大片採光窗*大大大套房,萬華區-昆明街178巷,12500,元/月,共用套房,,7坪,2F/3F,https://rent.591.com.tw/21590260,2026-07-17 23:56:52,2人,學生、上班族、家庭,25.042115,121.504218,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、天然瓦斯、桌椅,有,有,有,有,有,有,有,有,有,有,無,有,無,無,無,
3234,中山路/可租補戶籍/私人套房//交通地點好,北投區-中山路47號,13888,元/月,私人套房,,9.8坪,4F/12F,https://rent.591.com.tw/21553479,2026-07-17 23:56:52,2人,學生、上班族、家庭,25.1393888,121.5124083,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、沙發、桌椅、電梯,有,有,有,有,有,有,有,無,無,無,有,有,無,有,無,
3235,承德路近捷運/花博/採光明亮通風佳/生活機能強,大同區-承德路三段,23000,元/月,整棟出租,2房1廳,17坪,頂樓加蓋/5F,https://rent.591.com.tw/21538125,2026-07-17 23:56:52,2人,學生、上班族、家庭,25.0739206,121.519435,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、桌椅、陽台,有,有,有,有,有,有,有,無,無,無,無,有,有,無,無,
3236,🔆裝潢.廣慈.機能.共洗.永春,信義區-福德街,15000,元/月,私人套房,,6坪,頂樓加蓋/4F,https://rent.591.com.tw/21656349,2026-07-17 23:56:52,2人,學生、上班族、家庭,25.0368786,121.5810776,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、桌椅,有,有,有,有,有,有,有,有,有,無,無,有,無,無,無,
3237,🥇短租首選~💎世貿101💎優質地段-品位居所,信義區-光復南路415巷226號,51000,元/月,私人套房,,7坪,5F/6F,https://rent.591.com.tw/21656346,2026-07-17 23:56:52,2人,上班族、家庭,25.0360838,121.5600399,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、天然瓦斯、桌椅、電梯,有,有,有,有,有,有,有,有,有,有,無,有,無,有,無,
3238,松山饒河商圈/機能佳/租補稅/獨洗曬陽台/乾濕分離/雙衛浴,松山區-饒河街,36500,元/月,整棟出租,2房1廳,14坪,2F/4F,https://rent.591.com.tw/21559559,2026-07-17 23:56:52,2人,學生、上班族、家庭,25.0501089,121.5726463,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、天然瓦斯、沙發、桌椅、陽台,有,有,有,有,有,有,有,有,有,有,有,有,有,無,無,
3239,東湖/租補稅/獨洗曬/機能佳/近捷/通風/傢俱齊全,內湖區-康寧路三段265巷,23200,元/月,私人套房,,8坪,1F/5F,https://rent.591.com.tw/21479800,2026-07-17 23:56:52,2人,學生、上班族、家庭,25.0672222,121.6135950,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、桌椅、陽台,有,有,有,有,有,有,有,有,有,無,無,有,有,無,無,
3240,中山國小站/可寵/乾濕分離/免爬高/台水/新裝潢/機能佳,中山區-農安街,19500,元/月,私人套房,,6坪,2F/3F,https://rent.591.com.tw/21486642,2026-07-17 23:56:52,2人,學生、上班族、家庭,25.0650849,121.5235280,冰箱、電視、冷氣、熱水器、床、衣櫃、桌椅,有,無,有,有,有,有,有,無,無,無,無,有,無,無,無,
3241,北車商圈/全新裝潢首批入住/乾濕分離/台水電/獨洗烘脫/近捷,大同區-鄭州路29巷,30000,元/月,私人套房,,10坪,2F/4F,https://rent.591.com.tw/21587432,2026-07-17 23:56:52,2人,學生、上班族、家庭,25.0506787,121.5151518,冰箱、洗衣機、電視、冷氣、床、衣櫃、第四台、網路WiFi、天然瓦斯、沙發、桌椅,有,有,有,有,無,有,有,有,有,有,有,有,無,無,無,
3242,北車商圈/可營登稅/機能佳/免爬高/讚,大同區-華陰街,40000,元/月,整棟出租,1房1廳,19.2坪,2F/5F,https://rent.591.com.tw/21602888,2026-07-17 23:56:52,1人,學生、上班族、家庭,25.0490060,121.5164920,冰箱、冷氣、熱水器、桌椅,有,無,無,有,有,無,無,無,無,無,無,有,無,無,無,
3243,忠孝新生/新建案首批入住/租補稅/可寵/乾濕分離有開窗/機能,大安區-市民大道三段,45000,元/月,整棟出租,2房1廳,20.2坪,9F/13F,https://rent.591.com.tw/21520398,2026-07-17 23:56:52,2人,學生、上班族、家庭,25.0461807,121.5344624,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台、電梯、車位,有,有,有,有,有,有,有,無,無,有,有,有,有,有,有,
3244,北門西門新建案/可寵報稅/帝王座/包裹垃圾收/機能佳/視野好,萬華區-開封街二段,65000,元/月,整棟出租,2房1廳,21.9坪,15F/15F,https://rent.591.com.tw/21486635,2026-07-17 23:56:52,2人,學生、上班族、家庭,25.0460052,121.5056950,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、網路WiFi、天然瓦斯、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,有,有,有,有,有,有,無,
3245,北門無限棟距/稅寵/四房平車雙主臥/採光通風/機能佳/包車位,大同區-延平北路一段,98000,元/月,整棟出租,4房2廳,40.9坪,14F/24F,https://rent.591.com.tw/21479821,2026-07-17 23:56:52,4人,學生、上班族、家庭,25.0521254,121.5110444,冰箱、洗衣機、冷氣、熱水器、天然瓦斯、陽台、電梯、車位,有,有,無,有,有,無,無,無,無,有,無,無,有,有,有,
3246,北車商圈/全新裝潢首批入住/乾濕分離/台水電/獨洗烘脫/近捷,大同區-鄭州路29巷,25000,元/月,私人套房,,7坪,3F/4F,https://rent.591.com.tw/21587638,2026-07-17 23:56:52,2人,學生、上班族、家庭,25.0500743,121.5144246,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、桌椅,有,有,有,有,有,有,有,有,有,無,無,有,無,無,無,
3247,松山饒河商圈/機能佳/租補稅/獨洗曬陽台/乾濕分離/免爬高讚,松山區-饒河街,36500,元/月,整棟出租,2房1廳,14坪,2F/4F,https://rent.591.com.tw/21479807,2026-07-17 23:56:52,2人,學生、上班族、家庭,25.0501089,121.5726463,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、天然瓦斯、沙發、桌椅,有,有,有,有,有,有,有,有,有,有,有,有,無,無,無,
3248,公館商圈台電大樓/租補稅/機能佳/免爬高/大三房/採光通風讚,大安區-羅斯福路三段269巷,68000,元/月,整棟出租,3房2廳,30.6坪,2F/5F,https://rent.591.com.tw/21609354,2026-07-17 23:56:52,3人,學生、上班族、家庭,25.0187018,121.5301188,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台,有,有,有,有,有,有,有,無,無,有,有,有,有,無,無,
3249,南京三民生社區/可寵/免爬高/垃圾代收/獨洗曬陽台/乾濕分離,松山區-南京東路五段123巷8弄,41500,元/月,整棟出租,2房1廳,18坪,2F/4F,https://rent.591.com.tw/21638019,2026-07-17 23:56:52,2人,學生、上班族、家庭,25.0543655,121.5623339,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、天然瓦斯、沙發、桌椅、陽台,有,有,有,有,有,有,有,無,無,有,有,有,有,無,無,
3250,北車商圈/全新裝潢首批入住/乾濕分離/台水電/獨洗烘脫/近捷,大同區-鄭州路29巷,21000,元/月,私人套房,,6坪,頂樓加蓋/4F,https://rent.591.com.tw/21587557,2026-07-17 23:56:52,2人,學生、上班族、家庭,25.0500743,121.5144246,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、第四台、網路WiFi、桌椅,有,有,有,有,有,有,有,有,有,無,無,有,無,無,無,
3251,中山國小站/可寵/乾濕分離/免爬高/台水/新裝潢/機能佳,中山區-農安街,19500,元/月,私人套房,,5坪,2F/3F,https://rent.591.com.tw/21531467,2026-07-17 23:56:52,2人,學生、上班族、家庭,25.0650849,121.5235280,冰箱、電視、冷氣、熱水器、床、衣櫃、桌椅,有,無,有,有,有,有,有,無,無,無,無,有,無,無,無,
3252,善導寺/採光通風/機能佳/包裹垃圾收/24h管理員/乾濕分離,中正區-林森南路,62000,元/月,整棟出租,3房2廳,21坪,4F/12F,https://rent.591.com.tw/21486636,2026-07-17 23:56:52,3人,學生、上班族、家庭,25.0426436,121.5220371,冰箱、洗衣機、電視、冷氣、熱水器、床、衣櫃、沙發、桌椅、陽台、電梯,有,有,有,有,有,有,有,無,無,無,有,有,有,有,無,
